shot,ntor,n_modes,n_matched,n_no_frequency_match,n_incomplete_or_conflicting,n_input_errors,n_modes_with_matched_interior_crossings,n_interior_crossings,median_signed_grid,median_abs_grid,fraction_abs_gt_2,fraction_positive,p90_abs_grid,group_error,n_interior_abs_gt_2,n_raw_modes,n_raw_no_frequency_match,n_raw_incomplete_or_conflicting,n_raw_informative_modes,n_raw_interior_crossings,raw_fraction_abs_gt_2,n_empty_log_matches,n_core_crossings_in_empty_log_modes,review_priority,interpretation,notes
nstxuE203656A02t025,1,26,26,0,0,0,23,23,0.2431348626939278,0.2450797954222761,0.0,0.9565217391304348,0.2516526941803976,,0,27,0,0,24,24,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE203656A02t030,1,4,4,0,0,0,4,4,0.6200021977499803,0.6200021977499803,0.0,1.0,0.8423341186425232,,0,40,0,0,21,21,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE203963A01t020,1,5,5,0,0,0,5,8,0.2308471862443373,0.2746720194435892,0.0,0.875,0.6534293934716828,,0,21,0,0,5,8,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE203981A01t025,1,19,19,0,0,0,19,19,0.7224346434730577,0.7224346434730577,0.0,1.0,0.9995357722093456,,0,80,0,0,74,74,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204118F01t020,1,4,3,0,0,0,3,6,0.6557629374436769,0.6557629374436769,0.0,1.0,1.4528912204184008,,0,37,0,0,32,35,0.0,1,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204186A01t017,1,7,7,0,0,0,1,1,0.4806110796162777,0.4806110796162777,0.0,1.0,0.4806110796162777,,0,12,0,0,1,1,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204186A01t030,1,9,9,0,0,0,8,8,0.07155930096147678,0.07155930096147678,0.0,1.0,0.08313556026824376,,0,71,0,0,13,14,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204621A03t017,1,14,10,0,0,0,10,14,0.14029103585009306,0.23463961106852116,0.0,0.9285714285714286,0.5411026200882354,,0,28,0,0,20,24,0.0,4,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204621A03t020,1,16,16,0,0,0,15,15,0.4325844636516085,0.4325844636516085,0.0,1.0,0.9205544552550581,,0,46,0,0,41,41,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204621A03t025,1,35,35,0,0,0,34,34,0.5291844166773252,0.5291844166773252,0.0,0.8529411764705882,1.2873601211192987,,0,74,0,0,60,60,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204636A01t017,1,9,4,0,0,0,4,4,0.23384611312942394,0.23384611312942394,0.0,1.0,0.5050755479575981,,0,16,0,0,9,9,0.0,5,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204636A01t020,1,13,7,0,0,0,6,7,0.6648181023966582,0.6648181023966582,0.0,0.8571428571428571,1.1440760183163272,,0,42,0,0,29,30,0.0,6,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204645A16t025,1,5,5,0,0,0,4,4,0.7776099098302736,0.7776099098302736,0.0,1.0,1.1013374071114186,,0,14,0,0,9,9,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204645A16t030,1,1,1,0,0,0,1,1,1.2161447582200946,1.2161447582200946,0.0,1.0,1.2161447582200946,,0,17,0,0,1,1,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204678M01t017,1,11,3,0,0,0,3,3,0.9225521536914472,0.9225521536914472,0.0,1.0,1.0148014428540475,,0,17,0,0,7,7,0.0,8,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204678M01t020,1,10,3,0,0,0,3,3,1.0438518681179731,1.0438518681179731,0.0,1.0,1.1107720360667495,,0,14,0,0,3,3,0.0,7,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204678M01t025,1,15,15,0,0,0,12,12,0.2307944985754179,0.2307944985754179,0.0,1.0,1.0924106045753965,,0,29,0,0,17,17,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204678M01t030,1,6,6,0,0,0,6,6,1.335628715566678,1.335628715566678,0.0,1.0,1.3752432773238454,,0,113,0,4,23,23,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204707A04t020,1,7,7,0,0,0,6,6,0.30730723520369096,0.30730723520369096,0.0,1.0,0.8053539097500728,,0,29,0,0,22,22,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204707X02t020,1,13,13,0,0,0,12,12,0.2813353692567022,0.2813353692567022,0.0,1.0,0.7448208182321037,,0,37,0,0,30,30,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204707X02t035,1,31,31,0,0,0,31,31,0.3040832942646121,0.3040832942646121,0.0,1.0,0.3566345022488038,,0,78,0,0,35,36,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204708A06t017,1,1,1,0,0,0,1,1,0.21437509992866532,0.21437509992866532,0.0,1.0,0.21437509992866532,,0,7,0,0,1,1,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204708A06t020,1,2,2,0,0,0,2,2,0.3556423985901336,0.3556423985901336,0.0,1.0,0.4104831378851992,,0,8,0,0,2,2,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204708A06t025,1,7,7,0,0,0,7,7,0.13583601063998918,0.13583601063998918,0.0,1.0,0.8016193920839988,,0,14,0,0,7,7,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204708A06t035,1,3,3,0,0,0,1,1,0.5995463437673765,0.5995463437673765,0.0,1.0,0.5995463437673765,,0,22,0,0,1,1,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204708F03t020,1,3,3,0,0,0,2,2,0.28180786135130753,0.28180786135130753,0.0,1.0,0.3069197939610302,,0,4,0,0,2,2,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204708F03t025,1,6,6,0,0,0,6,6,0.16287304479265519,0.16287304479265519,0.0,1.0,0.6470098645889988,,0,14,0,0,6,6,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204708F03t035,1,3,3,0,0,0,1,1,0.825167677773897,0.825167677773897,0.0,1.0,0.825167677773897,,0,24,0,0,1,1,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204944A01t020,1,10,10,0,0,0,7,7,0.621464486865464,0.621464486865464,0.0,1.0,1.2917918495498282,,0,36,0,0,24,24,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204944A01t027,1,7,7,0,0,0,4,4,0.9417036385875321,0.9417036385875321,0.0,0.75,0.9847018888802361,,0,16,0,0,4,4,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204954A01t017,1,14,1,0,0,0,1,2,0.6223832994064538,0.8071143619007348,0.0,0.5,1.3050210014258978,,0,32,0,0,15,16,0.0,13,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204955F02t017,1,14,7,0,0,0,7,12,0.1911598092793454,0.23653702836379242,0.0,0.75,0.8896687642598966,,0,22,0,0,7,12,0.0,7,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204955F02t023,1,5,5,0,0,0,2,2,0.6439198552839143,0.6439198552839143,0.0,1.0,0.6505454095588048,,0,6,0,0,3,4,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204955F02t025,1,4,4,0,0,0,4,4,0.14194794858980453,0.14194794858980453,0.0,1.0,0.1739870670876209,,0,6,0,0,5,7,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE204957F05t034,1,22,22,0,0,0,19,34,0.39404491926720575,0.39404491926720575,0.0,1.0,0.9306702001564915,,0,38,0,0,20,35,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205016A01t017,1,4,4,0,0,0,3,7,0.5912547469435703,0.5912547469435703,0.0,1.0,0.8389476839734211,,0,21,0,0,8,17,0.11764705882352941,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205016A01t025,1,2,2,0,0,0,2,2,0.475737571595658,0.475737571595658,0.0,1.0,0.48180232148091084,,0,7,0,0,7,7,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205016A01t032,1,13,13,0,0,0,7,7,0.9807075107404417,0.9807075107404417,0.0,1.0,1.4364454468607504,,0,138,0,17,19,19,0.10526315789473684,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205017A01t017,1,7,4,0,0,0,4,7,0.3879091394048295,0.3879091394048295,0.0,1.0,0.9909615333282085,,0,12,0,0,5,9,0.0,3,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205017A01t020,1,6,1,0,0,0,1,1,1.2183783736138543,1.2183783736138543,0.0,1.0,1.2183783736138543,,0,19,0,0,6,6,0.3333333333333333,5,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205017A01t030,1,54,54,0,0,0,51,51,1.0978916020640106,1.0978916020640106,0.0,1.0,1.5629801214600336,,0,182,0,0,90,93,0.010752688172043012,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205034A01t017,1,10,4,0,0,0,4,14,0.4053246832037338,0.4053246832037338,0.0,0.7857142857142857,1.3345973107343405,,0,15,0,0,4,14,0.0,6,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205034A01t020,1,4,4,0,0,0,3,4,0.3886455567052971,0.3886455567052971,0.0,1.0,0.8473126308958374,,0,30,0,0,20,21,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205034A01t021,1,8,3,0,0,0,3,3,0.20938228164085748,0.20938228164085748,0.0,1.0,1.2189667356965361,,0,79,0,0,46,46,0.0,5,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205034A01t023,1,4,3,0,0,0,3,3,0.13848236892393118,0.13848236892393118,0.0,1.0,0.2277159181845967,,0,60,0,0,26,28,0.07142857142857142,1,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205035A01t017,1,1,1,0,0,0,1,1,0.08714104522252741,0.08714104522252741,0.0,1.0,0.08714104522252741,,0,7,0,0,3,5,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205035A01t025,1,2,2,0,0,0,1,1,0.8384564272190698,0.8384564272190698,0.0,1.0,0.8384564272190698,,0,9,0,0,3,5,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205035A01t030,1,5,5,0,0,0,2,2,0.5241567453159957,0.5241567453159957,0.0,1.0,0.7995346892852973,,0,74,0,1,2,2,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205040A01t018,1,5,5,0,0,0,5,7,0.5020490349425533,0.5020490349425533,0.0,0.8571428571428571,0.8747024962957328,,0,14,0,0,14,16,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205040A01t020,1,2,2,0,0,0,2,2,0.5414499693103203,0.5414499693103203,0.0,1.0,0.8428011670862878,,0,15,0,0,15,15,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205040A01t022,1,10,6,0,0,0,6,8,0.9175153208221848,0.9175153208221848,0.0,0.875,1.0573916148098828,,0,27,0,0,23,25,0.0,4,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205042A01t017,1,3,3,0,0,0,3,3,0.36971026208028057,0.36971026208028057,0.0,1.0,0.8038631890140646,,0,12,0,0,12,12,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205042A01t020,1,7,3,0,0,0,3,5,0.6592002480982462,0.6592002480982462,0.0,0.8,0.8191639008749374,,0,11,0,0,7,9,0.0,4,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205042A01t022,1,10,5,0,0,0,5,5,0.7669899089417898,0.7669899089417898,0.0,1.0,0.8806111820587836,,0,26,0,0,16,16,0.0,5,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205045A01t017,1,15,4,0,0,0,4,4,0.8140675339601944,0.8140675339601944,0.0,1.0,0.8430824862460851,,0,35,0,0,6,6,0.0,11,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205045A01t027,1,16,6,0,0,0,6,6,0.8798887959587554,0.8798887959587554,0.0,1.0,1.086437616847058,,0,41,0,0,31,31,0.0,10,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205045A01t035,1,16,6,0,0,0,6,6,0.8798887959587554,0.8798887959587554,0.0,1.0,1.086437616847058,,0,41,0,0,31,31,0.0,10,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205052A01t017,1,19,18,0,0,0,18,18,0.3443498538594436,0.3443498538594436,0.0,1.0,0.9305322239794989,,0,37,0,0,33,36,0.0,1,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205052A01t027,1,4,4,0,0,0,4,4,0.19392493742477757,0.19392493742477757,0.0,1.0,0.26399469414403076,,0,51,0,0,32,32,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205052A01t035,1,12,12,0,0,0,10,10,0.3166387644332358,0.3166387644332358,0.0,1.0,1.0222772601795105,,0,14,0,0,12,12,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205054A01t020,1,37,30,0,0,0,30,30,0.8035136535169518,0.8035136535169518,0.0,1.0,1.0315609103817953,,0,77,0,0,34,34,0.0,7,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205055A01t022,1,11,11,0,0,0,9,9,0.43540635808414496,0.43540635808414496,0.0,1.0,0.7154461427661164,,0,88,0,0,70,70,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205055A01t027,1,3,1,0,0,0,1,2,0.7077641681929092,0.7077641681929092,0.0,1.0,0.719804577206159,,0,62,0,0,30,31,0.0,2,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205055A01t037,1,34,34,0,0,0,34,34,0.16069837819218669,0.16069837819218669,0.0,1.0,1.2946940871118306,,0,125,0,0,62,62,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205057A01t017,1,16,14,0,0,0,14,14,0.7516740547318157,0.7516740547318157,0.0,1.0,0.9148821890709274,,0,44,0,0,22,22,0.0,2,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205057A01t025,1,6,6,0,0,0,6,8,0.6988519319032466,0.6988519319032466,0.0,1.0,1.0389737399369414,,0,19,0,0,8,10,0.1,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205057A01t030,1,18,18,0,0,0,18,31,0.6130952797759104,0.6130952797759104,0.0,1.0,1.1711639222456327,,0,83,0,0,43,61,0.01639344262295082,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205059A01t020,1,37,31,0,0,0,30,30,0.5955671053110484,0.5955671053110484,0.0,1.0,0.9207916250806214,,0,91,0,0,34,34,0.0,6,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205059A01t030,1,16,16,0,0,0,15,15,1.1972478776445916,1.1972478776445916,0.0,1.0,1.3485857597998019,,0,54,0,0,15,15,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205072A02t020,1,5,5,0,0,0,2,2,0.12407678947802259,0.12407678947802259,0.0,1.0,0.1427173038776064,,0,20,0,3,2,2,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205072A02t027,1,7,7,0,0,0,4,4,0.49132913583592175,0.49132913583592175,0.0,1.0,0.6072581172741875,,0,61,0,0,4,4,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
nstxuE205072A02t034,1,12,12,0,0,0,12,13,0.5423492583512157,0.5423492583512157,0.0,1.0,0.910174361619992,,0,25,0,0,25,26,0.0,0,0,4,WITHIN_REVIEW_TOLERANCE,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality."
